Blue Silver Mail Hood,4.2,3.1,4.4,3.8,3.6,3.4,2.5,2.5,10,24,5,5,6,3.8
Brave's Cord Circlet,0.9,0.9,0.9,0.2,4.4,4,4.2,4.4,15,8,26,26,2,1
Brave's Leather Helm,4.2,3.4,4.2,4,2.8,3.4,2.3,2.8,11,20,8,8,6,3.8
Briar Helm,4.6,4,4.8,4.4,3.8,4.4,3.1,3.8,15,31,10,10,9,5.1
Bull-Goat Helm,7.5,7.4,6.7,6.7,4.7,4.8,5.3,4.6,31,35,20,23,15,11.3
Carian Knight Helm,4.2,3.8,4.4,4.2,4.4,4.2,3.4,4.2,12,20,9,10,6,4.6
Cerulean Tear Scarab,-5.82,-5.6,-5.82,-5.82,-4.94,-4.94,-4.94,-5.05,42,22,27,26,6,5.1
Chain Coif,4.2,3.1,4.6,4.2,2.5,3.8,2.1,2.8,11,18,5,8,6,3.8
Champion Headband,2.3,3.1,2.5,2.8,2.8,3.4,3.6,3.4,22,14,18,16,5,2.7
Cleanrot Helm,5.2,4.8,5.8,6.3,4.5,4.6,4,4.8,27,29,12,14,9,6.4
Cleanrot Helm (Altered),4.6,4.2,5,5.5,4,4.2,3.4,4.6,21,21,9,10,7,5.5
Commoner's Headband,0.9,1.8,1.8,1.4,4.4,4,4.2,4.4,15,10,27,29,2,1.4
Commoner's Headband (Altered),0.1,1.1,1.1,0.6,3.9,3.5,3.7,3.9,12,8,23,24,1,0.7
Confessor Hood,2.8,3.6,2.8,3.1,3.8,3.8,4.2,3.4,26,20,20,22,5,3.3
Confessor Hood (Altered),2.3,3.1,2.3,2.5,3.4,3.4,3.8,2.8,21,14,14,16,3,2.7
Consort's Mask,2.8,2.8,2.5,2.5,5,4.8,4.8,5,24,14,39,35,5,3.6
Crimson Hood,1.4,1.8,1.4,1.8,4.6,4.6,4.5,4.6,16,9,27,29,3,1.7
Crimson Tear Scarab,-5.82,-5.6,-5.82,-5.82,-4.94,-4.94,-4.94,-5.05,42,22,27,26,6,5.1
Crucible Axe Helm,6.3,5,6.1,6.1,4.6,4.6,4,4.8,22,31,15,15,11,6.6
Crucible Tree Helm,6.5,5,6.3,5.6,4.6,4.2,4,5.2,22,31,15,15,11,6.6
Cuckoo Knight Helm,4.8,4,5.2,4.8,4.4,4.2,3.1,3.6,14,24,10,10,8,5.1
Depraved Perfumer Headscarf,2,2,1.7,1.3,4.6,4.5,4.4,4.5,28,10,25,34,3,2.1
Diallos's Mask,4.8,3.8,4.6,4.4,3.6,3.6,2.5,3.4,15,23,10,10,7,4.6
Drake Knight Helm,4,3.4,4.2,4,3.6,4,3.1,3.6,11,20,9,9,6,4
Drake Knight Helm (Altered),3.6,2.9,3.8,3.6,3.2,3.6,2.6,3.2,9,16,7,7,6,3.6
Duelist Helm,5.8,5.2,6.1,6.1,4,4.5,3.6,4.2,24,24,11,12,10,6.2
Eccentric's Hood,4.4,3.4,4.2,4.4,3.4,3.6,2.3,3.1,14,24,9,8,6,4
Eccentric's Hood (Altered),4.4,3.4,4.2,4.4,3.4,3.6,2.3,3.1,12,21,8,7,6,4
Elden Lord Crown,3.8,3.4,3.6,4,2.5,3.6,2.1,2.3,11,20,0,5,5,3.6
Envoy Crown,2.8,3.1,3.1,2.8,5.3,4.7,4.9,5.5,27,15,46,46,4,3.8
Exile Hood,4.4,3.4,4.6,4.4,2.8,3.8,2.3,3.4,12,23,9,8,6,4
Festive Hood,1.4,1.8,2.1,1.8,4.5,4.2,4.4,4.6,18,9,29,29,2,1.7
Festive Hood (Altered),0.2,0.9,1.4,0.9,4.2,3.8,4,4.5,13,4,23,23,1,1
Fia's Hood,1.4,1.8,1.4,1.4,4.4,4.2,4.4,4.6,18,8,29,45,2,1.7
Finger Maiden Fillet,2.1,1.8,1.8,1.4,4.8,4.6,4.6,4.8,18,10,31,31,4,2.2
Fingerprint Helm,4.8,4.2,4.2,4.2,3.4,4.5,2.3,3.4,14,26,5,10,8,4.6
Fire Monk Hood,4.6,3.8,4.2,4,3.1,4.5,2.5,2.5,11,20,9,9,6,4
Fire Prelate Helm,7,6.1,6.7,6.7,4.8,7.2,4.6,4.7,29,27,39,22,14,10.6
Foot Soldier Cap,3.4,3.6,3.4,3.4,3.8,4,4.2,3.8,27,18,23,23,6,3.6
Foot Soldier Helm,3.6,3.4,3.1,3.1,3.8,4.2,4.2,3.8,27,18,23,23,6,3.6
Foot Soldier Helmet,3.4,3.4,3.6,3.6,4,4,4,3.6,27,18,23,23,6,3.6
Gelmir Knight Helm,4.8,4,5,4.8,3.8,4.4,3.6,3.8,15,23,10,10,8,5.1
Gilded Foot Soldier Cap,3.4,3.8,3.1,3.6,3.6,3.8,4.4,3.8,27,18,23,23,6,3.6
Glintstone Scarab,3.8,4,3.8,3.8,4.6,4.6,4.6,4.5,42,22,27,26,6,5.1
Godrick Knight Helm,4.8,4.2,5,4.6,3.8,4.2,3.4,3.8,15,24,10,10,8,5.1
Godrick Soldier Helm,4.4,3.6,4.4,4.2,3.1,3.6,2.5,3.1,12,22,9,9,7,4
Godskin Apostle Hood,2.3,2.1,2.1,1.4,4.6,4.4,4.5,5,20,10,33,31,3,2.2
Godskin Noble Hood,1.4,2.8,1.8,1.4,4.5,4,4.2,4.8,16,10,27,29,3,1.7
Grass Hair Ornament,1.4,1.4,1.4,0.9,4.5,4.2,4.4,4.5,16,9,27,27,2,1.4
Great Horned Headband,2.8,3.1,2.8,2.8,3.1,3.4,3.8,3.4,33,23,27,22,4,3.3
Greathelm,5.5,4.2,5.8,5.2,4.2,4.6,3.8,4.2,16,29,11,11,9,5.9
Greathood,3.8,3.6,3.8,3.6,5.5,5,5.5,6.2,33,20,47,47,5,5.1
Guardian Mask,3.8,3.6,3.6,3.4,4.2,4,4.2,4.2,33,22,26,24,5,3.8
Guilty Hood,0.9,1.4,1.8,0.2,4.4,4,4.5,4.6,15,9,27,31,2,1.4
Haima Glintstone Crown,2.3,2.5,2.1,2.3,4.8,4.5,4.6,4.6,22,11,33,39,4,2.7
Haligtree Helm,4.4,3.8,4.2,4.4,2.8,3.4,2.5,3.4,12,22,9,10,6,4
Haligtree Knight Helm,4.8,4.4,4.8,4.8,3.6,4,3.4,4,15,24,10,11,7,5.1
Hierodas Glintstone Crown,2.3,2.3,2.8,2.3,4.9,4.7,4.6,4.9,20,11,39,42,4,3
High Page Hood,0.9,1.8,0.9,0.9,4.6,4.2,4.4,4.5,15,8,27,27,2,1.4
Highwayman Hood,2.8,3.6,2.8,3.1,3.8,3.8,4,3.6,24,15,22,22,4,3.3
Hoslow's Helm,5.2,4.4,5,4.8,4,4.4,3.8,3.8,18,27,11,11,8,5.5
Iji's Mirrorhelm,3.8,3.8,5.2,5.2,6.2,4.6,4.8,5.8,22,42,26,39,7,7.5
Imp Head (Cat),5.8,5.2,5.8,6.1,5,5.8,4.8,5,35,35,20,20,10,8.1
Imp Head (Corpse),5.8,5.2,5.8,6.1,5,5.8,4.8,5,35,35,20,20,10,8.1
Imp Head (Elder),5.8,5.2,5.8,6.1,5,5.8,4.8,5,35,35,20,20,10,8.1
Imp Head (Fanged),5.8,5.2,5.8,6.1,5,5.8,4.8,5,35,35,20,20,10,8.1
Imp Head (Long-Tongued),5.8,5.2,5.8,6.1,5,5.8,4.8,5,35,35,20,20,10,8.1
Imp Head (Wolf),5.8,5.2,5.8,6.1,5,5.8,4.8,5,35,35,20,20,10,8.1
Incantation Scarab,-5.82,-5.6,-5.82,-5.82,-4.94,-4.94,-4.94,-5.05,42,22,27,26,6,5.1
Iron Helmet,4.4,3.1,4,4.2,2.5,3.1,2.3,3.1,12,18,8,8,6,3.8
Iron Kasa,3.6,3.6,4.2,3.6,4,4.2,4.4,4,30,23,24,24,6,3.8
Jar,6.8,3.4,7,6.8,4.7,4.9,4.6,4.7,24,33,16,15,10,6.8
Juvenile Scholar Cap,1.4,1.8,1.8,1.4,4.5,4,4.2,4.4,15,10,26,29,2,1.4
Kaiden Helm,4.4,3.4,4.4,4.4,3.1,3.4,2.8,3.1,12,22,9,9,7,4
Karolos Glintstone Crown,4.4,3.1,5.2,4.8,4.4,4.5,3.4,3.8,16,26,10,10,6,5.1
Knight Helm,4.4,4.2,4.8,4.8,3.8,3.8,3.4,3.1,12,22,8,8,8,4.6
Land of Reeds Helm,3.1,3.4,4.8,3.4,3.6,4,4.2,3.8,26,22,22,23,5,3.6
Lazuli Glintstone Crown,4.4,3.1,5.2,4.8,4.4,4.5,3.4,3.8,16,26,10,10,6,5.1
Leyndell Knight Helm,4.8,4.4,4.8,4.8,3.6,4,3.6,3.8,15,24,10,10,8,5.1
Leyndell Soldier Helm,4.4,3.8,4.2,4.4,2.8,3.4,2.8,3.1,12,22,9,9,7,4
Lionel's Helm,6.3,5.9,7,7.2,4.8,5.3,4.6,4.8,27,42,18,22,13,9.1
Lusat's Glintstone Crown,3.1,2.3,3.1,2.3,5.5,4.6,4.8,4.9,23,11,39,44,4,3.6
Malenia's Winged Helm,4.4,3.4,4.6,4,2.8,3.4,2.3,3.8,22,18,8,8,6,4
Malformed Dragon Helm,6.1,5.4,6.3,6.1,4.6,4.6,4.9,4.6,24,33,16,16,10,6.8
Maliketh's Helm,4.8,4.2,5,4.8,3.8,4,3.4,4.6,15,24,10,22,8,5.5
Marais Mask,2.1,2.3,1.8,1.4,4.6,4.5,4.5,4.6,20,14,35,33,4,2.2
Marionette Soldier Birdhelm,4.4,3.1,4,3.8,3.1,3.1,2.5,2.5,11,18,8,9,6,3.8
Marionette Soldier Helm,4.4,3.1,4,3.8,3.1,3.1,2.3,3.1,10,22,9,8,6,3.8
Mask of Confidence,2.3,2.5,2.3,2.3,5.3,4.8,4.7,4.7,24,11,39,35,5,3.3
Mushroom Crown,5.8,5.9,6.8,7,4.8,3.1,4.6,4.8,46,45,18,22,10,9.1
Mushroom Head,2.1,2.5,0.9,1.8,4.7,1.8,4.6,4.6,44,10,39,33,2,2.2
Navy Hood,1.4,2.1,1.8,0.9,4.6,4.7,4.4,4.5,20,10,29,27,3,1.7
Night Maiden Twin Crown,2.5,3.1,2.5,3.4,4.2,3.8,4,4.2,26,15,22,22,5,3.3
Night's Cavalry Helm,5,4.6,5,4.8,3.8,4.5,3.8,4.5,16,24,10,10,8,5.5
Night's Cavalry Helm (Altered),4.8,4.4,4.8,4.4,3.6,4.4,3.6,4.4,13,21,9,9,8,5.1
Nomadic Merchant's Chapeau,2.8,3.1,2.5,2.3,3.4,3.4,3.4,3.1,24,14,31,20,4,3
Nox Mirrorhelm,4,3.4,5.5,5,6.7,5.3,4.2,5.3,29,33,26,42,6,7.5
Nox Monk Hood,2.8,3.1,2.8,2.5,4,3.8,3.8,3.1,24,15,18,18,4,3
Nox Monk Hood (Altered),2.5,2.8,2.5,2.3,3.8,3.6,3.6,2.8,21,12,14,14,3,2.7
Nox Swordstress Crown,2.8,3.4,2.8,3.1,4.4,3.6,4.2,3.8,24,15,22,22,5,3.3
Nox Swordstress Crown (Altered),2.3,2.8,2.3,2.5,4,3.1,3.8,3.4,21,11,17,17,2,2.7
Octopus Head,3.4,5.4,2.8,2.8,4,3.6,4,3.8,31,14,23,23,5,3.6
Okina Mask,3.4,3.6,4,3.1,3.8,3.8,4.2,3.6,29,18,23,22,6,3.6
Old Aristocrat Cowl,2.5,2.5,2.3,2.5,3.4,3.6,3.4,2.5,18,11,15,16,3,2.2
Olivinus Glintstone Crown,4.4,3.1,5.2,4.8,4.4,4.5,3.4,3.8,16,26,10,10,6,5.1
Omen Helm,6.7,5.4,6.8,6.8,4.6,5.2,5.3,4.9,29,27,24,33,14,9.9
Omensmirk Mask,3.1,2.8,2.5,2.5,3.1,3.4,4,3.6,29,12,20,20,6,3
Page Hood,1.8,1.4,0.9,0.9,4.4,4.2,4.5,4.5,15,8,29,29,2,1.4
Perfumer Hood,1.4,2.1,1.8,1.4,4.6,4.2,4.4,4.6,26,8,27,29,3,1.7
Preceptor's Big Hat,2.5,2.8,2.5,2.5,5.5,4.9,4.8,4.8,26,12,44,42,5,3.6
Prisoner Iron Mask,6.8,5.9,7,6.8,4.6,4.9,4.5,4.8,29,44,35,20,12,8.6
Prophet Blindfold,0.2,0.9,0.9,0.2,4.5,4.2,4,4.5,14,5,27,27,1,1
Pumpkin Helm,7,5.9,6.7,6.7,4.6,4.7,5.2,4.5,27,42,44,18,11,12.3
Queen's Crescent Crown,2.1,1.8,1.8,1.4,4.9,4.5,4.6,4.7,18,11,31,35,3,2.2
Radahn Soldier Helm,4.6,3.4,4.2,4,3.1,3.8,2.5,3.1,12,20,9,10,7,4
Radahn's Redmane Helm,6.8,5.4,6.7,6.3,4.8,5,4.5,4.8,26,42,18,16,11,7.5
Radiant Gold Mask,2.3,2.1,2.1,1.4,4.6,4.5,4.6,4.8,22,9,33,33,3,2.2
Ragged Hat,3.1,3.4,3.1,3.1,3.6,3.8,4,3.6,26,16,22,22,4,3.3
Ragged Hat (Altered),2.8,3.1,2.8,2.8,3.4,3.6,3.8,3.4,21,13,18,18,3,3
Raging Wolf Helm,4.7,4.1,4.7,4.5,3.5,3.9,2.4,3.3,14,23,8,8,7,4.4
Raya Lucarian Helm,4.4,3.4,4.6,4.4,3.4,3.6,2.3,2.8,12,22,9,9,7,4
Redmane Knight Helm,5,4,4.8,4.4,3.8,4.4,3.4,3.8,15,23,10,11,8,5.1
Rotten Duelist Helm,5.5,4.6,5.8,5.5,4.5,4.6,4.4,4.5,31,31,14,14,9,6.4
Royal Knight Helm,5.8,5.2,6.3,6.1,5,4.7,4.4,4.6,22,29,15,15,9,6.6
Royal Remains Helm,4.2,4,4.6,4.2,3.4,3.6,2.8,3.1,15,24,10,5,7,4.6
Ruler's Mask,1.8,2.3,2.3,1.4,4.6,4.4,4.6,4.7,20,10,33,33,3,2.2
Sacred Crown Helm,3.4,3.8,3.1,3.6,3.6,3.8,4.2,4,27,18,23,24,5,3.6
Sage Hood,2.3,2.1,2.1,1.4,4.8,4.5,4.6,4.8,16,10,31,33,3,2.2
Sanguine Noble Hood,1.4,0.9,0.9,0.9,4.6,3.8,4.5,4.6,18,5,29,27,2,1.4
Scaled Helm,5.8,5,6.1,5.8,4.8,5,4.6,4.8,24,35,16,16,11,6.8
Shining Horned Headband,2.5,2.8,2.5,3.6,3.6,3.4,3.6,3.1,33,23,27,20,4,3.3
Silver Tear Mask,4.2,3.6,3.8,3.1,5.5,5.2,5,5.3,26,20,44,44,6,4.6
Skeletal Mask,2.5,2.8,3.1,3.1,3.4,3.4,3.6,3.1,23,14,24,24,4,3
Snow Witch Hat,1.8,2.1,2.1,1.4,4.6,4.6,4.6,4.6,16,14,31,31,3,2.2
Spellblade's Pointed Hat,1.3,0.8,1.3,1.3,4.5,3.9,4.1,4.5,15,8,25,27,2,1.5
Traveler's Hat,1.8,1.8,1.4,0.9,4.6,4.6,4.4,4.6,23,9,29,27,3,1.7
Traveling Maiden Hood,1.4,1.8,1.8,0.9,4.6,4.5,4.6,4.6,18,10,29,31,3,1.6
Tree Sentinel Helm,6.8,5.4,6.8,6.3,4.6,6.2,4.5,5,29,39,18,20,12,8.1
Twinned Helm,4.8,4.4,5.2,4.2,4,4,3.1,3.6,14,23,9,23,7,5.1
Twinsage Glintstone Crown,4.4,3.1,5.2,4.8,4.4,4.5,3.4,3.8,16,26,10,10,6,5.1
Vagabond Knight Helm,4.6,3.6,4.2,4,3.1,3.6,2.8,2.8,14,23,9,9,7,4
Veteran's Helm,6.8,6.1,6.8,6.3,4.8,5,4.6,4.7,27,39,20,20,12,8.1
Vulgar Militia Helm,3.4,3.8,3.6,3.1,3.8,3.8,4,3.8,31,16,23,23,6,3.6
White Mask,2.7,3,3.3,2.7,3.5,3.7,3.9,3.7,23,18,21,22,5,3.2
Witch's Glintstone Crown,4.4,3.1,5.2,4.8,4.4,4.5,3.4,3.8,16,26,10,10,6,5.1
Zamor Mask,4.2,3.4,4.4,3.8,3.1,3.1,2.1,2.8,9,27,5,8,6,3.8
